filename,blur_score,blur_detection_result
VizWiz_train_00000000.jpg,156.26538016433668,not blurry
VizWiz_train_00000001.jpg,332.5696741204322,not blurry
VizWiz_train_00000002.jpg,377.1464391816002,not blurry
VizWiz_train_00000003.jpg,3853.889396646965,not blurry
VizWiz_train_00000004.jpg,367.55646248093274,not blurry
VizWiz_train_00000005.jpg,32.63012815142671,blurry
VizWiz_train_00000006.jpg,159.50370547084106,not blurry
VizWiz_train_00000007.jpg,77.24997184455985,blurry
VizWiz_train_00000008.jpg,95.63819702824189,blurry
VizWiz_train_00000009.jpg,149.14622551041538,not blurry
VizWiz_train_00000010.jpg,193.06788599048656,not blurry
VizWiz_train_00000011.jpg,153.25576122705706,not blurry
VizWiz_train_00000012.jpg,311.105470450858,not blurry
VizWiz_train_00000013.jpg,672.2718873317867,not blurry
VizWiz_train_00000014.jpg,89.75924411382734,blurry
VizWiz_train_00000015.jpg,335.62723563778144,not blurry
VizWiz_train_00000016.jpg,423.7548721016589,not blurry
VizWiz_train_00000017.jpg,303.44914686160405,not blurry
VizWiz_train_00000018.jpg,148.72463902773035,not blurry
VizWiz_train_00000019.jpg,493.13345215848926,not blurry
VizWiz_train_00000020.jpg,58.156471358432114,blurry
VizWiz_train_00000021.jpg,14.194196554991587,blurry
VizWiz_train_00000022.jpg,88.87093257516206,blurry
VizWiz_train_00000023.jpg,258.4135291153182,not blurry
VizWiz_train_00000024.jpg,75.17498486676418,blurry
VizWiz_train_00000025.jpg,59.946362836506204,blurry
VizWiz_train_00000026.jpg,13.296334241826717,blurry
VizWiz_train_00000027.jpg,6.012120558155902,blurry
VizWiz_train_00000028.jpg,35.66748324176587,blurry
VizWiz_train_00000029.jpg,45.610651647976034,blurry
VizWiz_train_00000030.jpg,10.503410907270924,blurry
VizWiz_train_00000031.jpg,16.232677415690844,blurry
VizWiz_train_00000032.jpg,120.60685390297888,not blurry
VizWiz_train_00000033.jpg,11.3401721173937,blurry
VizWiz_train_00000034.jpg,135.51559593519528,not blurry
VizWiz_train_00000035.jpg,35.44095025904112,blurry
VizWiz_train_00000036.jpg,4.1636426337942245,blurry
VizWiz_train_00000037.jpg,19.263266365837058,blurry
VizWiz_train_00000038.jpg,42.87539934480708,blurry
VizWiz_train_00000039.jpg,227.1367407486602,not blurry
VizWiz_train_00000040.jpg,304.82342929541005,not blurry
VizWiz_train_00000041.jpg,8.495689207415873,blurry
VizWiz_train_00000042.jpg,139.09431098165356,not blurry
VizWiz_train_00000043.jpg,73.9957240395045,blurry
VizWiz_train_00000044.jpg,628.7034802983943,not blurry
VizWiz_train_00000045.jpg,50.01222441522503,blurry
VizWiz_train_00000046.jpg,273.05011425164594,not blurry
VizWiz_train_00000047.jpg,1159.626185217946,not blurry
VizWiz_train_00000048.jpg,200.73746381022082,not blurry
VizWiz_train_00000049.jpg,28.263469462517005,blurry
VizWiz_train_00000050.jpg,223.3569661096396,not blurry
VizWiz_train_00000051.jpg,47.44758125852102,blurry
VizWiz_train_00000052.jpg,106.92394858468758,not blurry
VizWiz_train_00000053.jpg,735.4462040541096,not blurry
VizWiz_train_00000054.jpg,3133.26602982408,not blurry
VizWiz_train_00000055.jpg,56.56632774870863,blurry
VizWiz_train_00000056.jpg,64.68175900883604,blurry
VizWiz_train_00000057.jpg,564.5444796668593,not blurry
VizWiz_train_00000058.jpg,235.4376496409071,not blurry
